,bike_price,km_driven,make_year,bike_name,bike_model,bike_address,state
1859,"₹ 1,79,999","9,000 km",2020,Royal Enfield,Classic,"Bharathi Nagar, Erode, Tamil Nadu",Tamil_Nadu
1860,"₹ 1,45,000","6,900 km",2020,KTM,Others,"Palayankottai, Tirunelveli, Tamil Nadu",Tamil_Nadu
1861,"₹ 23,000","23,000 km",1999,Suzuki,Others,"Santhom Nagar, Nagercoil, Tamil Nadu",Tamil_Nadu
1862,"₹ 1,00,000","2,100 km",1981,Royal Enfield,Bullet,"Vairavikulam, Ambasamudram, Tamil Nadu",Tamil_Nadu
1863,"₹ 45,000","61,117 km",2010,Bajaj,Avenger,"Tambaram, Chennai, Tamil Nadu",Tamil_Nadu
1864,"₹ 85,000","18,500 km",2005,Royal Enfield,Bullet,"Velacheri AGS Colony Sri Vinayagapuram, Chennai, Tamil Nadu",Tamil_Nadu
1865,"₹ 70,000","45,000 km",2017,Bajaj,Avenger,"Podanur, Coimbatore, Tamil Nadu",Tamil_Nadu
1866,"₹ 30,000","20,000 km",2015,TVS,Phoenix,"Guduvanchery, Chennai, Tamil Nadu",Tamil_Nadu
1867,"₹ 25,000","100,000 km",2009,Yamaha,FZ,"Vengamedu, Tiruppur, Tamil Nadu",Tamil_Nadu
1868,"₹ 10,000","56,000 km",2008,Bajaj,Pulsar,"Jyothi Nagar, Ambattur, Tamil Nadu",Tamil_Nadu
1869,"₹ 75,000","9,000 km",2020,Honda,Others,"Vanji Nagar, Ilanji, Tamil Nadu",Tamil_Nadu
1870,"₹ 70,000","51,000 km",1981,Royal Enfield,Bullet,"Gandhi Nagar, Tiruvannamalai, Tamil Nadu",Tamil_Nadu
1871,"₹ 70,000","100,000 km",1996,Yamaha,Others,"Valaraigate, Tiruchengode, Tamil Nadu",Tamil_Nadu
1872,"₹ 15,000","61,000 km",2011,Hero Honda,Splendor,"Anakaputhur Dev Raj Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1873,"₹ 26,000","30,000 km",2002,Suzuki,Others,"Annur, Coimbatore, Tamil Nadu",Tamil_Nadu
1874,"₹ 48,000","50,000 km",2015,Bajaj,Pulsar,"Perambur, Chennai, Tamil Nadu",Tamil_Nadu
1875,"₹ 48,000","60,000 km",2016,Bajaj,Pulsar,"Tiruverkadu, Chennai, Tamil Nadu",Tamil_Nadu
1876,"₹ 6,666",1 km,2021,Honda,CB,"T Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1877,"₹ 40,000","75,000 km",2012,Yamaha,FZ,"Kalapatty, Coimbatore, Tamil Nadu",Tamil_Nadu
1878,"₹ 1,55,000","9,762 km",2019,Royal Enfield,Classic,"Vyasarpadi, Chennai, Tamil Nadu",Tamil_Nadu
1879,"₹ 1,50,000","3,000 km",2020,Other Brands,Others,"Rattinamangalam, Nandivaram-Guduvancheri, Tamil Nadu",Tamil_Nadu
1880,"₹ 45,000","70,000 km",2016,Yamaha,FZ,"Kalpakkam Junction, Chengalpattu, Tamil Nadu",Tamil_Nadu
1881,"₹ 1,05,000","9,000 km",2020,Bajaj,Pulsar,"Trichy City, Tiruchirappalli, Tamil Nadu",Tamil_Nadu
1882,"₹ 80,000","9,000 km",2020,Honda,Others,"Vanji Nagar, Ilanji, Tamil Nadu",Tamil_Nadu
1883,"₹ 72,500","5,361 km",2021,Hero,Splendor,"Sowcarpet, Chennai, Tamil Nadu",Tamil_Nadu
1884,"₹ 40,000","52,000 km",2016,Yamaha,FZ,"Solai Alagupuram, Madurai, Tamil Nadu",Tamil_Nadu
1885,"₹ 78,000","23,226 km",2018,Honda,CB,"Pandadi, Madurai, Tamil Nadu",Tamil_Nadu
1886,"₹ 73,000","1,362 km",2021,Hero,Splendor,"Padi, Chennai, Tamil Nadu",Tamil_Nadu
1887,"₹ 80,000","50,000 km",1991,Yamaha,Others,"Thiruvalluvar Nagar, Orathanadu, Tamil Nadu",Tamil_Nadu
1888,"₹ 52,800","2,963 km",2021,TVS,Heavy Duty Super XL,"Singunda Puram, Karur, Tamil Nadu",Tamil_Nadu
1889,"₹ 1,80,000","20,000 km",2018,KTM,RC,"Yanaikkal, Madurai, Tamil Nadu",Tamil_Nadu
1890,"₹ 19,000","73,246 km",2008,Bajaj,Pulsar,"Moolacheri, Chennai, Tamil Nadu",Tamil_Nadu
1891,"₹ 28,600","48,000 km",2011,Bajaj,Discover,"Avinashi, Coimbatore, Tamil Nadu",Tamil_Nadu
1892,"₹ 11,111",1 km,2021,Bajaj,Pulsar,"T Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1893,"₹ 13,000","20,000 km",2009,TVS,Star Sport,"Killar, Pudukkottai, Tamil Nadu",Tamil_Nadu
1894,"₹ 23,500","61,000 km",2008,Hero Honda,Super Splendor,"Magudanchavadi, Salem, Tamil Nadu",Tamil_Nadu
1895,"₹ 85,000","6,000 km",2020,Bajaj,Pulsar,"Indra Nagar, Palani, Tamil Nadu",Tamil_Nadu
1896,"₹ 15,000","82,000 km",2005,Hero Honda,Splendor,"Sri Devi Nagar, Coimbatore, Tamil Nadu",Tamil_Nadu
1897,"₹ 1,00,000","2,100 km",2019,Suzuki,Gixxer,"Padi Kumaran Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1898,"₹ 25,000","40,000 km",2009,Bajaj,Pulsar,"Nenmeli, Chengalpattu, Tamil Nadu",Tamil_Nadu
1899,"₹ 1,35,000","4,000 km",2021,Bajaj,Pulsar,"Arapalayam, Madurai, Tamil Nadu",Tamil_Nadu
1900,"₹ 33,500","34,000 km",2014,Hero Honda,Others,"Tambaram, Chennai, Tamil Nadu",Tamil_Nadu
1901,"₹ 1,05,000","25,000 km",2014,Royal Enfield,Bullet,"Tambaram, Chennai, Tamil Nadu",Tamil_Nadu
1902,"₹ 40,000","52,500 km",2012,TVS,Apache RTR,"Kattur, Thiruvarur, Tamil Nadu",Tamil_Nadu
1903,"₹ 28,000","24,000 km",2016,TVS,Others,"Selaiyur, Chennai, Tamil Nadu",Tamil_Nadu
1904,"₹ 85,000","43,000 km",2018,Honda,CB,"RVE Nagar, Tiruppur, Tamil Nadu",Tamil_Nadu
1905,"₹ 27,000","50,000 km",2012,Honda,Others,"Gandhi Nagar, Kancheepuram, Tamil Nadu",Tamil_Nadu
1906,"₹ 85,000","20,000 km",2016,Yamaha,YZF R,"Anna Nagar, Kulasekaram, Tamil Nadu",Tamil_Nadu
1907,"₹ 1,00,000","1,800 km",2018,Suzuki,Others,"Samba Sivapuram, Kolachal, Tamil Nadu",Tamil_Nadu
1908,"₹ 58,000","24,000 km",2018,Hero,Splendor,"Ramnagar, Coimbatore, Tamil Nadu",Tamil_Nadu
1909,"₹ 25,000","27,999 km",2013,TVS,Heavy Duty Super XL,"Makkal Pathai, Karur, Tamil Nadu",Tamil_Nadu
1910,"₹ 38,000","22,000 km",2015,Honda,Others,"GP Nagar, Madurai, Tamil Nadu",Tamil_Nadu
1911,"₹ 1,50,000","15,000 km",2019,Royal Enfield,Classic,"Oottapalam, Paramakudi, Tamil Nadu",Tamil_Nadu
1912,"₹ 33,500","40,000 km",2011,Honda,Others,"Salemkarthikeyan, Salem, Tamil Nadu",Tamil_Nadu
1913,"₹ 54,000","18,000 km",2017,Bajaj,Pulsar,"GP Nagar, Madurai, Tamil Nadu",Tamil_Nadu
1914,"₹ 22,000","60,710 km",2012,TVS,Star City Plus,"Theni Kammai, Theni Allinagaram, Tamil Nadu",Tamil_Nadu
1915,"₹ 37,000","27,000 km",2015,Bajaj,Pulsar,"GP Nagar, Madurai, Tamil Nadu",Tamil_Nadu
1916,"₹ 12,000","45,000 km",2014,Bajaj,Pulsar,"Salamangalam, Padappai, Tamil Nadu",Tamil_Nadu
1917,"₹ 40,000","30,000 km",2014,Bajaj,Pulsar,"Saidapet Suruiyammapet, Chennai, Tamil Nadu",Tamil_Nadu
1918,"₹ 9,999",1 km,2022,Bajaj,Others,"Pallavaram, Chennai, Tamil Nadu",Tamil_Nadu
1919,"₹ 98,000","40,999 km",2008,Royal Enfield,Bullet,"Durai Samy Nagar, Madurai, Tamil Nadu",Tamil_Nadu
1920,"₹ 40,000","18,324 km",2013,Yamaha,Fazer,"Perungalattur, Tambaram, Tamil Nadu",Tamil_Nadu
1921,"₹ 1,10,000","40,000 km",1974,Royal Enfield,Bullet,"Mahalingapuram, Pollachi, Tamil Nadu",Tamil_Nadu
1922,"₹ 70,000","10,000 km",2004,Yamaha,Others,"Krishna Nagar, Kasipalayam, Tamil Nadu",Tamil_Nadu
1923,"₹ 1,39,999","10,000 km",2020,Other Brands,Others,"Saidapet, Chennai, Tamil Nadu",Tamil_Nadu
1924,"₹ 52,000","32,000 km",2014,Honda,CB,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1925,"₹ 1,10,000","2,500 km",1990,Yamaha,Others,"Peelamedu, Coimbatore, Tamil Nadu",Tamil_Nadu
1926,"₹ 73,500","37,000 km",2017,Bajaj,Others,"Navlock, Ranipettai, Tamil Nadu",Tamil_Nadu
1927,"₹ 42,000","29,499 km",2014,Honda,CB,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1928,"₹ 88,000","40,000 km",1997,Yamaha,Others,"Nagore Village, Nagapattinam, Tamil Nadu",Tamil_Nadu
1929,"₹ 15,000","55,000 km",2002,Suzuki,Others,"Melmanavur, Vellore, Tamil Nadu",Tamil_Nadu
1930,"₹ 54,000","54,000 km",2001,Yamaha,Others,"Vettuvankani, Chennai, Tamil Nadu",Tamil_Nadu
1931,"₹ 49,500","29,464 km",2014,Yamaha,Fazer,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1932,"₹ 22,000","35,000 km",2012,Bajaj,Discover,"Pachampalayam, Anthiyur, Tamil Nadu",Tamil_Nadu
1933,"₹ 80,000","32,000 km",2017,KTM,RC,"Kulathakadai, Kuhalur, Tamil Nadu",Tamil_Nadu
1934,"₹ 15,500","21,500 km",2009,Bajaj,Platina,"Mambakkam, Chennai, Tamil Nadu",Tamil_Nadu
1935,"₹ 82,000","40,000 km",2013,Honda,CBR,"JJ Nagar, Perundurai, Tamil Nadu",Tamil_Nadu
1936,"₹ 40,000","65,000 km",2010,Hero Honda,Splendor,"Rajive Gandhi Nagar, Malumichampatti, Tamil Nadu",Tamil_Nadu
1937,"₹ 85,000","38,000 km",2019,Yamaha,FZS,"Pidampalli, Coimbatore, Tamil Nadu",Tamil_Nadu
1938,"₹ 1,45,000",436 km,1972,Royal Enfield,Bullet,"Race Course, Coimbatore, Tamil Nadu",Tamil_Nadu
1939,"₹ 80,500","50,000 km",2014,Royal Enfield,Bullet,"Purasaiwakkam, Chennai, Tamil Nadu",Tamil_Nadu
1940,"₹ 35,000","30,000 km",2019,Yamaha,Saluto,"Goundempalaym Sidco Industrial, Palladam, Tamil Nadu",Tamil_Nadu
1941,"₹ 33,000","28,464 km",2014,TVS,Star City Plus,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1942,"₹ 55,000","25,000 km",2017,Honda,Others,"NGO Colony, Sankarankoil, Tamil Nadu",Tamil_Nadu
1943,"₹ 72,000","26,000 km",2018,Bajaj,Pulsar,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1944,"₹ 1,10,000","30,000 km",2015,KTM,Duke 200,"Ambattur Kanchinan Kuppam, Chennai, Tamil Nadu",Tamil_Nadu
1945,"₹ 20,000","30,000 km",2009,Hero Honda,Splendor,"Magudanchavadi, Salem, Tamil Nadu",Tamil_Nadu
1946,"₹ 58,000","32,849 km",2016,Bajaj,Pulsar,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1947,"₹ 2,25,000","6,080 km",2021,KTM,Others,"Pandadi, Madurai, Tamil Nadu",Tamil_Nadu
1948,"₹ 1,10,000","28,000 km",2019,Bajaj,Pulsar,"Vaiyapuri Nagar, Karur, Tamil Nadu",Tamil_Nadu
1949,"₹ 53,000","14,000 km",2019,Bajaj,Platina,"Poolavari Society, Salem, Tamil Nadu",Tamil_Nadu
1950,"₹ 31,500","48,800 km",2013,Bajaj,Pulsar,"Thathangudi, Thathankuttai Nagapattinam District, Tamil Nadu",Tamil_Nadu
1951,"₹ 32,000","40,000 km",2016,Bajaj,Platina,"Laxmi Nagar, Tiruvannamalai, Tamil Nadu",Tamil_Nadu
1952,"₹ 1,70,000","26,875 km",1985,Royal Enfield,Bullet,"N G O Colony, Nagercoil, Tamil Nadu",Tamil_Nadu
1953,"₹ 1,65,000","23,000 km",2019,Royal Enfield,Classic,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1954,"₹ 30,000","31,000 km",2010,Hero,Splendor,"Ramnagar, Coimbatore, Tamil Nadu",Tamil_Nadu
1955,"₹ 8,888",1 km,2021,Bajaj,Pulsar,"Madipakkam, Chennai, Tamil Nadu",Tamil_Nadu
1956,"₹ 7,999",1 km,2021,Honda,Others,"Ayanavaram, Chennai, Tamil Nadu",Tamil_Nadu
1957,"₹ 20,000","36,646 km",2009,Bajaj,Pulsar,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1958,"₹ 55,000","47,000 km",2017,Honda,Others,"Anna Nagar West Extension Thirumagaz Colony, Chennai, Tamil Nadu",Tamil_Nadu
1959,"₹ 78,000","1,055 km",1999,Yamaha,Others,"Koundampalayam, Coimbatore, Tamil Nadu",Tamil_Nadu
1960,"₹ 76,000","28,000 km",2019,TVS,Apache RTR,"Valasaravakkam Majestic Colony, Chennai, Tamil Nadu",Tamil_Nadu
1961,"₹ 26,000","45,000 km",2008,TVS,Apache RTR,"Kallur, Gudiyatham, Tamil Nadu",Tamil_Nadu
1962,"₹ 7,999",1 km,2021,Honda,CB,"Chennai Central, Chennai, Tamil Nadu",Tamil_Nadu
1963,"₹ 45,000","45,000 km",2013,Honda,Others,"Rajaganapathy Nagar, Mettur, Tamil Nadu",Tamil_Nadu
1964,"₹ 18,000","57,500 km",2013,Bajaj,Discover,"Alagar Nagar, Madurai, Tamil Nadu",Tamil_Nadu
1965,"₹ 7,999",0 km,2021,Yamaha,Others,"Old Washermanpet Police Quarters, Chennai, Tamil Nadu",Tamil_Nadu
1966,"₹ 1,29,999","11,000 km",2018,Bajaj,Pulsar,"Ahmed Colony, Tiruchirappalli, Tamil Nadu",Tamil_Nadu
1967,"₹ 29,000","48,000 km",2013,Bajaj,Platina,"Annur, Coimbatore, Tamil Nadu",Tamil_Nadu
1968,"₹ 28,000","49,000 km",2013,Bajaj,Platina,"Bharathi Nagar Near VKR Nagar, Coimbatore, Tamil Nadu",Tamil_Nadu
1969,"₹ 30,000","25,000 km",2014,Hero,Splendor,"Tambaram East Sri Ram Nagar, Tambaram, Tamil Nadu",Tamil_Nadu
1970,"₹ 48,000","29,000 km",2015,Honda,CB,"Ansari Nagar, Madurai, Tamil Nadu",Tamil_Nadu
1971,"₹ 9,999",1 km,2021,Bajaj,Pulsar,"T Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1972,"₹ 41,000","26,000 km",2010,Honda,CB,"RS Puram, Coimbatore, Tamil Nadu",Tamil_Nadu
1973,"₹ 65,499","65,000 km",2018,Bajaj,Pulsar,"Collectarate Office, Kancheepuram, Tamil Nadu",Tamil_Nadu
1974,"₹ 1,33,000","19,000 km",2018,Royal Enfield,Thunderbird,"RS Puram, Coimbatore, Tamil Nadu",Tamil_Nadu
1975,"₹ 85,000","32,000 km",2015,Royal Enfield,Thunderbird,"Pallavaram, Chennai, Tamil Nadu",Tamil_Nadu
1976,"₹ 61,000","24,000 km",2016,Bajaj,Avenger,"RS Puram, Coimbatore, Tamil Nadu",Tamil_Nadu
1977,"₹ 75,000","3,000 km",2021,Hero,Passion,"Ponneri, Ponneri, Tamil Nadu",Tamil_Nadu
1978,"₹ 30,000","92,000 km",2015,TVS,Star City Plus,"Veppur, Arcot, Tamil Nadu",Tamil_Nadu
1979,"₹ 25,000",0 km,2021,Other Brands,Others,"Seethalakshmi Puram, Gobichettipalayam, Tamil Nadu",Tamil_Nadu
1980,"₹ 27,000","35,000 km",2015,Honda,CB,"Royapettah, Chennai, Tamil Nadu",Tamil_Nadu
1981,"₹ 1,47,000","14,275 km",2018,KTM,Duke 200,"Gandhi Nagar, Tiruvannamalai, Tamil Nadu",Tamil_Nadu
1982,"₹ 17,000","4,000 km",2006,Bajaj,CT 100,"Vridhachalan, Virudhachalam, Tamil Nadu",Tamil_Nadu
1983,"₹ 65,000","35,000 km",2013,Bajaj,Pulsar,"Bagalur Hudco, Hosur, Tamil Nadu",Tamil_Nadu
1984,"₹ 56,000","19,000 km",2018,Hero,Glamour,"Villarasampatti, Erode, Tamil Nadu",Tamil_Nadu
1985,"₹ 9,999",1 km,2021,Honda,Others,"Chennai Central, Chennai, Tamil Nadu",Tamil_Nadu
1986,"₹ 79,000","10,000 km",2020,Bajaj,Avenger,"Moolakadai, Chennai, Tamil Nadu",Tamil_Nadu
1987,"₹ 27,500","32,000 km",2012,Hero,Splendor,"Velacheri, Chennai, Tamil Nadu",Tamil_Nadu
1988,"₹ 1,80,000","2,950 km",2019,Royal Enfield,Bullet,"Jai Nagar, Tiruppur, Tamil Nadu",Tamil_Nadu
1989,"₹ 19,000","28,390 km",2011,Yamaha,SZ,"Adambakkam, Chennai, Tamil Nadu",Tamil_Nadu
1990,"₹ 1,05,000","9,500 km",2021,Bajaj,Pulsar,"Pazhaverkadu, Chennai, Tamil Nadu",Tamil_Nadu
1991,"₹ 24,000","60,000 km",2009,TVS,Apache RTR,"Ranganathapuram, Sulur, Tamil Nadu",Tamil_Nadu
1992,"₹ 20,000","550,000 km",2009,Yamaha,FZS,"Ikkadu, Kakkalur, Tamil Nadu",Tamil_Nadu
1993,"₹ 37,000","24,000 km",2017,TVS,Others,"Velacheri, Chennai, Tamil Nadu",Tamil_Nadu
1994,"₹ 80,000","19,200 km",2019,Bajaj,Pulsar,"Arthur, Nagapattinam, Tamil Nadu",Tamil_Nadu
1995,"₹ 16,000","30,000 km",2000,Hero Honda,Splendor,"Kovilpalayam, Sarcarsamakulam, Tamil Nadu",Tamil_Nadu
1996,"₹ 42,000","20,700 km",2016,Hero,Splendor,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
1997,"₹ 58,000","63,000 km",2014,Yamaha,FZS,"Nerkundram Bhuvaneshwari Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1998,"₹ 17,500","23,000 km",2012,TVS,Star City Plus,"Madipakkam Jayant Nagar, Chennai, Tamil Nadu",Tamil_Nadu
1999,"₹ 35,000","16,500 km",2015,Hero,Passion,"Pollachi Railway Station, Pollachi, Tamil Nadu",Tamil_Nadu
2000,"₹ 90,000","51,000 km",2015,Bajaj,Others,"Chettinaickenpatti, Dindigul, Tamil Nadu",Tamil_Nadu
2001,"₹ 40,000","48,000 km",2014,Hero,Splendor,"Government Housing Board Colony, Villupuram, Tamil Nadu",Tamil_Nadu
2002,"₹ 50,000","60,000 km",2018,Hero,Deluxe,"Arasalur, Thottiyam, Tamil Nadu",Tamil_Nadu
2003,"₹ 1,10,000","8,290 km",2020,Yamaha,FZS,"Kovilambakkam Vinayaga Puram, Chennai, Tamil Nadu",Tamil_Nadu
2004,"₹ 75,000","90,000 km",2016,Yamaha,Others,"V Nagar, Rasipuram, Tamil Nadu",Tamil_Nadu
2005,"₹ 42,500","8,300 km",2019,TVS,Heavy Duty Super XL,"Ramanathapuram Junction, Coimbatore, Tamil Nadu",Tamil_Nadu
2006,"₹ 23,000","27,215 km",2017,Honda,Others,"Vellakinar, Coimbatore, Tamil Nadu",Tamil_Nadu
2007,"₹ 29,900","27,000 km",2012,Yamaha,Fazer,"Mogappair East VGP Nagar, Chennai, Tamil Nadu",Tamil_Nadu
2008,"₹ 45,000","36,000 km",2016,Bajaj,Avenger,"Thoothukudi, Tuticorin, Tamil Nadu",Tamil_Nadu
2009,"₹ 33,500","29,859 km",2015,Bajaj,CT 100,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2010,"₹ 24,000","40,000 km",2011,Hero Honda,Passion,"Anuppanadi Chinna, Madurai, Tamil Nadu",Tamil_Nadu
2011,"₹ 22,500","174,125 km",2010,Honda,Others,"T Nagar Ranganathan, Chennai, Tamil Nadu",Tamil_Nadu
2012,"₹ 1,20,000","25,000 km",2017,Bajaj,Others,"Vadapalani, Chennai, Tamil Nadu",Tamil_Nadu
2013,"₹ 48,500","27,849 km",2019,Bajaj,CT 100,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2014,"₹ 42,000","32,949 km",2015,Hero,Passion,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2015,"₹ 98,000","16,000 km",2020,Honda,Others,"Yelipalayam, Nagapattinam, Tamil Nadu",Tamil_Nadu
2016,"₹ 85,000","32,000 km",2014,Royal Enfield,Thunderbird,"Jaheer Reddy Patti, Salem, Tamil Nadu",Tamil_Nadu
2017,"₹ 85,000","35,394 km",2019,Honda,Others,"Maduravoyal Janaki Nagar, Chennai, Tamil Nadu",Tamil_Nadu
2018,"₹ 25,000","26,000 km",2010,Yamaha,FZ,"Kalikkanacken Palayam, Coimbatore, Tamil Nadu",Tamil_Nadu
2019,"₹ 33,000","32,849 km",2013,Honda,CB,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2020,"₹ 35,000","22,848 km",2018,Yamaha,Saluto,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2021,"₹ 55,000","40,000 km",2014,Bajaj,Pulsar,"Lovedale, Ooty, Tamil Nadu",Tamil_Nadu
2022,"₹ 35,000","26,846 km",2019,TVS,Heavy Duty Super XL,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2023,"₹ 49,500","17,946 km",2020,TVS,Heavy Duty Super XL,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2024,"₹ 80,000","35,000 km",2005,Royal Enfield,Bullet,"RA Puram GS Nagar, Chennai, Tamil Nadu",Tamil_Nadu
2025,"₹ 55,000","40,000 km",2014,Yamaha,Others,"Cauvery Nagar, Komarapalayam, Tamil Nadu",Tamil_Nadu
2026,"₹ 27,000","10,000 km",2013,Hero,Ignitor,"Therespuram, Tuticorin, Tamil Nadu",Tamil_Nadu
2027,"₹ 13,500","65,000 km",2011,TVS,Others,"Trichy City, Tiruchirappalli, Tamil Nadu",Tamil_Nadu
2028,"₹ 10,00,000","15,000 km",2018,Other Brands,Others,"RA Puram, Chennai, Tamil Nadu",Tamil_Nadu
2029,"₹ 67,000","25,000 km",2017,Yamaha,FZS,"Ramasamy Colony, Balakrishnapuram, Tamil Nadu",Tamil_Nadu
2030,"₹ 85,000",0 km,2021,Other Brands,Others,"Madipakkam Ram Nagar South Extension, Chennai, Tamil Nadu",Tamil_Nadu
2031,"₹ 1,17,000","15,312 km",2019,Yamaha,Others,"Triplicane, Chennai, Tamil Nadu",Tamil_Nadu
2032,"₹ 6,666",1 km,2021,Hero,Splendor,"T Nagar, Chennai, Tamil Nadu",Tamil_Nadu
2033,"₹ 75,000","2,500 km",2020,Bajaj,Pulsar,"Royapettah Pudupet, Chennai, Tamil Nadu",Tamil_Nadu
2034,"₹ 5,000",1 km,2010,Bajaj,Others,"Rangappa Ground Layout, Coimbatore, Tamil Nadu",Tamil_Nadu
2035,"₹ 48,000","13,000 km",2015,Honda,CB,"Thiruvalangadu, Thiruvallur, Tamil Nadu",Tamil_Nadu
2036,"₹ 73,000","22,000 km",2019,Bajaj,Pulsar,"Kovur, Chennai, Tamil Nadu",Tamil_Nadu
2037,"₹ 22,000","15,000 km",2011,Honda,Others,"Manali Vimalapuram, Chennai, Tamil Nadu",Tamil_Nadu
2038,"₹ 32,000","36,646 km",2012,Bajaj,Pulsar,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2039,"₹ 13,000","35,000 km",2010,TVS,Others,"Adhanur, Madambakkam, Tamil Nadu",Tamil_Nadu
2040,"₹ 22,000","27,500 km",2013,Suzuki,Slingshot,"Mogappair East Mogappair East, Chennai, Tamil Nadu",Tamil_Nadu
2041,"₹ 40,000","32,000 km",2013,Bajaj,Pulsar,"Kollapuram, Thuraiyur, Tamil Nadu",Tamil_Nadu
2042,"₹ 63,000","31,000 km",2018,Yamaha,FZS,"Vandavasi Fort Area, Vandavasi, Tamil Nadu",Tamil_Nadu
2043,"₹ 65,000","50,000 km",2018,Suzuki,Others,"Nemilicheri Pattabiram, Avadi, Tamil Nadu",Tamil_Nadu
2044,"₹ 1,40,000","2,000 km",2019,Suzuki,Gixxer,"Tambaram East Selaiyur, Tambaram, Tamil Nadu",Tamil_Nadu
2045,"₹ 62,000","79,000 km",2014,Bajaj,Pulsar,"E.Puthupatty, Dharapuram, Tamil Nadu",Tamil_Nadu
2046,"₹ 1,04,000","14,000 km",2020,Bajaj,Others,"Kalavasal, Madurai, Tamil Nadu",Tamil_Nadu
2047,"₹ 2,00,000",250 km,2021,Yamaha,Others,"Kottar, Nagercoil, Tamil Nadu",Tamil_Nadu
2048,"₹ 86,000","15,000 km",2021,Bajaj,Pulsar,"Thoothukudi, Tuticorin, Tamil Nadu",Tamil_Nadu
2049,"₹ 17,500","36,000 km",2008,TVS,Heavy Duty Super XL,"AB Nagar, Tiruppur, Tamil Nadu",Tamil_Nadu
2050,"₹ 5,000","30,000 km",2012,Bajaj,Discover,"Adyar Theosophical Society, Chennai, Tamil Nadu",Tamil_Nadu
2051,"₹ 1,40,000","15,000 km",2018,Royal Enfield,Bullet,"Thenpathi, Sirkali, Tamil Nadu",Tamil_Nadu
2052,"₹ 16,000","3,000 km",2011,TVS,Star Sport,"Raja Nagar, Tirunelveli, Tamil Nadu",Tamil_Nadu
2053,"₹ 58,000","33,458 km",2016,Bajaj,Pulsar,"Saravanampatti, Coimbatore, Tamil Nadu",Tamil_Nadu
2054,"₹ 1,10,000","38,000 km",2015,KTM,Duke 200,"Kuniyamuthur, Coimbatore, Tamil Nadu",Tamil_Nadu
2055,"₹ 95,000","30,000 km",1994,Yamaha,Others,"Rajagopalapuram, Pudukkottai, Tamil Nadu",Tamil_Nadu
2056,"₹ 6,500","10,000 km",2006,TVS,Star City Plus,"Sikkampatti, Usilampatti, Tamil Nadu",Tamil_Nadu
2057,"₹ 19,500","900,000 km",2008,TVS,Heavy Duty Super XL,"Lakshmi Nagar, Tiruppur, Tamil Nadu",Tamil_Nadu
2058,"₹ 75,000","89,000 km",2014,Yamaha,YZF R,"Melmam Pattu, Maduranthakam, Tamil Nadu",Tamil_Nadu
2059,"₹ 85,000","85,000 km",1998,Yamaha,Others,"Achettipalli, Hosur, Tamil Nadu",Tamil_Nadu
2060,"₹ 2,50,000","14,500 km",2019,KTM,390 Duke ABS,"Thudiyalur, Coimbatore, Tamil Nadu",Tamil_Nadu
2061,"₹ 1,40,000","6,287 km",2019,Yamaha,Others,"Gandhi Nagar, Tiruvannamalai, Tamil Nadu",Tamil_Nadu
2062,"₹ 1,10,000","10,410 km",2018,Bajaj,Pulsar,"Panchsheel Colony, Ranchi, Jharkhand",Jharkhand
2063,"₹ 37,000","30,000 km",2017,Hero,Passion,"Deputy Para, Ranchi, Jharkhand",Jharkhand
2064,"₹ 1,30,000","10,300 km",2019,Royal Enfield,Thunderbird,"Bompass Town, Deoghar, Jharkhand",Jharkhand
2065,"₹ 50,000",55 km,2018,Hero,Glamour,"Birsanagar, Jamshedpur, Jharkhand",Jharkhand
2066,"₹ 32,000","38,000 km",2011,Hero Honda,Glamour,"Nawabganj, Hazaribagh, Jharkhand",Jharkhand
2067,"₹ 39,999","56,600 km",2015,Honda,CB,"Jarangdih Basti, Jaridih Bazar, Jharkhand",Jharkhand
