,bike_price,km_driven,make_year,bike_name,bike_model,bike_address,state
206,"₹ 27,000","1,000 km",1998.0,Suzuki,Others,"Loluru, Madanapalle, Andhra Pradesh",AndhraPradesh
207,"₹ 25,000","65,700 km",2010.0,TVS,Star City Plus,"Ashok Nagar, Anantapur, Andhra Pradesh",AndhraPradesh
208,"₹ 75,000","17,500 km",2017.0,Honda,Others,"Jagadamba Junction, Visakhapatnam, Andhra Pradesh",AndhraPradesh
209,"₹ 55,000","27,700 km",2019.0,Bajaj,Platina,"Eswarappa Nagar, Kurnool, Andhra Pradesh",AndhraPradesh
210,"₹ 55,000","36,800 km",2017.0,Bajaj,Avenger,"Pakir Palem, Singarayakonda, Andhra Pradesh",AndhraPradesh
211,"₹ 90,000","16,000 km",2019.0,Honda,Others,"Polakampadu, Vijayawada, Andhra Pradesh",AndhraPradesh
212,"₹ 75,000","28,000 km",2021.0,Bajaj,Pulsar,"JR Pet, Atmakur Sri Potti Sriramulu, Andhra Pradesh",AndhraPradesh
213,"₹ 40,000","500,000 km",2014.0,TVS,Star City Plus,"Gopal Nagar, Nandyal, Andhra Pradesh",AndhraPradesh
214,"₹ 85,000","40,000 km",2019.0,Hero,Passion,"Renuka Gated Colony, Anantapur, Andhra Pradesh",AndhraPradesh
215,"₹ 3,10,000","2,540 km",2020.0,Royal Enfield,Continental GT,"Chintareddyplaem, Nellore, Andhra Pradesh",AndhraPradesh
216,"₹ 30,000",32 km,2015.0,Other Brands,Others,"Rayudupalem, Kakinada, Andhra Pradesh",AndhraPradesh
217,"₹ 66,000",0 km,1998.0,Yamaha,FZ,"Ravindra Nagar, Kadapa, Andhra Pradesh",AndhraPradesh
218,"₹ 60,000","10,000 km",2017.0,Hero,Passion,"Tapovanam, Anantapur, Andhra Pradesh",AndhraPradesh
219,"₹ 18,000","25,000 km",2007.0,Hero,CBZ,"Madhava Dhara, Visakhapatnam, Andhra Pradesh",AndhraPradesh
220,"₹ 49,000","32,000 km",2015.0,Honda,CB,"Mansoor Nagar, Nellore, Andhra Pradesh",AndhraPradesh
221,"₹ 21,000","35,000 km",2012.0,Honda,CB,"Vakalapudi Village, Kakinada, Andhra Pradesh",AndhraPradesh
222,"₹ 1,95,000","13,500 km",2020.0,KTM,Duke 200,"Agraharam, Pithapuram, Andhra Pradesh",AndhraPradesh
223,"₹ 2,65,000","2,400 km",2019.0,Royal Enfield,Others,"Gomathi Nagar, Nellore, Andhra Pradesh",AndhraPradesh
224,"₹ 25,000","50,000 km",2009.0,TVS,Apache RTR,"Chennamukkapalle, Rayachoti, Andhra Pradesh",AndhraPradesh
225,"₹ 89,000","6,000 km",1975.0,Royal Enfield,Bullet,"Society Colony, Madanapalle, Andhra Pradesh",AndhraPradesh
226,"₹ 22,000","45,000 km",2010.0,Hero Honda,Glamour,"Burugagudem, Eluru, Andhra Pradesh",AndhraPradesh
227,"₹ 60,000","62,000 km",2018.0,Hero Honda,Glamour,"Old Guntur, Guntur, Andhra Pradesh",AndhraPradesh
228,"₹ 20,000","35,000 km",2017.0,TVS,Others,"Mangalagiri, Vijayawada, Andhra Pradesh",AndhraPradesh
229,"₹ 42,000","58,000 km",2015.0,Hero,Glamour,"Balusupadu, Jaggaiahpet, Andhra Pradesh",AndhraPradesh
230,"₹ 70,000","12,600 km",2021.0,Hero,Deluxe,"KORUKONDA, Vizianagaram, Andhra Pradesh",AndhraPradesh
231,"₹ 35,000","18,688 km",2014.0,Bajaj,Pulsar,"Ganesh Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
232,"₹ 63,000","25,000 km",2016.0,Royal Enfield,Classic,"Gajuwaka, Visakhapatnam, Andhra Pradesh",AndhraPradesh
233,"₹ 19,000","30,000 km",2014.0,TVS,Others,"Nelaparthipadu, Draksharamam, Andhra Pradesh",AndhraPradesh
234,"₹ 45,000","31,000 km",2014.0,Hero,Glamour,"Pragathi Nagar, Nellore, Andhra Pradesh",AndhraPradesh
235,"₹ 34,999","56,805 km",2015.0,Bajaj,Pulsar,"Guddeti Property, Proddatur, Andhra Pradesh",AndhraPradesh
236,"₹ 36,000","26,000 km",2016.0,Hero,Splendor,"Benzco, Vijayawada, Andhra Pradesh",AndhraPradesh
237,"₹ 50,000","5,200 km",2009.0,Yamaha,Others,"Koritepadu, Guntur, Andhra Pradesh",AndhraPradesh
238,"₹ 35,000","40,000 km",2014.0,Hero,Passion,"Akkayyapalem, Visakhapatnam, Andhra Pradesh",AndhraPradesh
239,"₹ 1,70,000","26,947 km",2019.0,Royal Enfield,Classic,"Gandhi Colony, Vijayawada, Andhra Pradesh",AndhraPradesh
240,"₹ 58,000","18,000 km",2020.0,Hero,Glamour,"Dargamitta, Nellore, Andhra Pradesh",AndhraPradesh
241,"₹ 23,000","70,000 km",2010.0,Bajaj,Pulsar,"Parwada, Visakhapatnam, Andhra Pradesh",AndhraPradesh
242,"₹ 19,000","45,000 km",2012.0,Suzuki,Slingshot,"BC Colony, Peda Boddepalle, Andhra Pradesh",AndhraPradesh
243,"₹ 75,000","44,000 km",2012.0,Hero,Karizma,"Benzco, Vijayawada, Andhra Pradesh",AndhraPradesh
244,"₹ 95,000","32,000 km",2015.0,KTM,RC,"Razole, Andhra Pradesh, India",AndhraPradesh
245,"₹ 45,000","29,000 km",2016.0,Hero,CD Deluxe,"Dr PA Gaffar Street, Kurnool, Andhra Pradesh",AndhraPradesh
246,"₹ 29,999","30,000 km",2010.0,TVS,Apache RTR,"Paluvya, Guntakal, Andhra Pradesh",AndhraPradesh
247,"₹ 55,000","56,034 km",2014.0,Yamaha,Others,"Yerupalle, Ramachandrapuram, Andhra Pradesh",AndhraPradesh
248,"₹ 85,000","42,386 km",2002.0,Royal Enfield,Bullet,"New Indira Nagar, Tirupati, Andhra Pradesh",AndhraPradesh
249,"₹ 90,000","3,500 km",2021.0,Hero,Deluxe,"Gangavaram, Nellore, Andhra Pradesh",AndhraPradesh
250,"₹ 1,84,000","9,800 km",2020.0,Other Brands,Others,"Gandhi Nagar, Vijayawada, Andhra Pradesh",AndhraPradesh
251,"₹ 65,000","10,000 km",1988.0,Yamaha,Others,"Lakshmi Peta, Yemmiganur, Andhra Pradesh",AndhraPradesh
252,"₹ 85,000","45,000 km",2016.0,Bajaj,Pulsar,"Pata Guntur, Guntur, Andhra Pradesh",AndhraPradesh
253,"₹ 55,000","30,000 km",2012.0,Yamaha,Others,"Shivaji Nagar, Palasa Kasibugga, Andhra Pradesh",AndhraPradesh
254,"₹ 1,90,000","25,000 km",2020.0,Other Brands,Others,"Yakamuru, Vuyyuru, Andhra Pradesh",AndhraPradesh
255,"₹ 1,20,000","50,000 km",2018.0,Yamaha,Others,"Old SBI Colony, Anantapur, Andhra Pradesh",AndhraPradesh
256,"₹ 1,80,000","12,000 km",2020.0,Royal Enfield,Classic,"Kotta Peta, Bandarulanka, Andhra Pradesh",AndhraPradesh
257,"₹ 20,000","5,000 km",2021.0,Bajaj,Platina,"Vijayawada Bus Stand Area, Vijayawada, Andhra Pradesh",AndhraPradesh
258,"₹ 75,000","26,000 km",2018.0,Suzuki,Gixxer,"Balaji Nagar, Guntur, Andhra Pradesh",AndhraPradesh
259,"₹ 45,000","29,000 km",2014.0,Yamaha,FZ,"Old Rajiv Nagar, Vijayawada, Andhra Pradesh",AndhraPradesh
260,"₹ 60,000","30,000 km",2016.0,Bajaj,Pulsar,"Bujabuja Nellore, Nellore, Andhra Pradesh",AndhraPradesh
261,"₹ 50,000","22,222 km",2021.0,Other Brands,Others,"Gaddam Variveedi, Nellore, Andhra Pradesh",AndhraPradesh
262,"₹ 1,30,000","31,381 km",2015.0,Royal Enfield,Bullet,"Gorantla, Guntur, Andhra Pradesh",AndhraPradesh
263,"₹ 20,000","35,000 km",2007.0,Bajaj,Avenger,"Bank Colony, Vijayawada, Andhra Pradesh",AndhraPradesh
264,"₹ 1,45,000","35,000 km",2018.0,Royal Enfield,Classic,"Gajuwaka, Visakhapatnam, Andhra Pradesh",AndhraPradesh
265,"₹ 2,30,000","7,000 km",2013.0,Other Brands,Others,"Sarada Nagar, Anantapur, Andhra Pradesh",AndhraPradesh
266,"₹ 15,000","58,181 km",2004.0,Hero Honda,Passion,"Vijayawada Bus Stand Area, Vijayawada, Andhra Pradesh",AndhraPradesh
267,"₹ 95,000","2,200 km",2021.0,Yamaha,Others,"Kotramangalam, Tirupati, Andhra Pradesh",AndhraPradesh
268,"₹ 33,000","4,706 km",2011.0,Honda,CBR,"Neelam Palem, Ongole, Andhra Pradesh",AndhraPradesh
269,"₹ 44,000","35,500 km",2013.0,Hero,CBZ,"Chilakalapudi, Machilipatnam, Andhra Pradesh",AndhraPradesh
270,"₹ 96,000","1,700 km",2022.0,Honda,Others,"Bose Nagar, Chirala, Andhra Pradesh",AndhraPradesh
271,"₹ 55,000","45,000 km",2016.0,Bajaj,Avenger,"Padimi, Madanapalle, Andhra Pradesh",AndhraPradesh
272,"₹ 95,000","50,112 km",2016.0,Royal Enfield,Classic,"Markapur, Markapur, Andhra Pradesh",AndhraPradesh
273,"₹ 62,000","27,000 km",2019.0,TVS,Star City Plus,"Madalavari Palem, Podili, Andhra Pradesh",AndhraPradesh
274,"₹ 1,60,000","3,700 km",2017.0,Royal Enfield,Bullet,"Bangla Thota, Nellore, Andhra Pradesh",AndhraPradesh
275,"₹ 45,000","22,000 km",2014.0,Hero,Karizma,"Lingavaram, Gudivada, Andhra Pradesh",AndhraPradesh
276,"₹ 15,000","70,000 km",2009.0,Bajaj,Pulsar,"Pendurthi, Visakhapatnam, Andhra Pradesh",AndhraPradesh
277,"₹ 37,000","53,000 km",2010.0,Honda,Others,"Varadaraj Nagar, Tirupati, Andhra Pradesh",AndhraPradesh
278,"₹ 24,000","49,900 km",2009.0,Yamaha,FZS,"Piler South Old Town, Pileru, Andhra Pradesh",AndhraPradesh
279,"₹ 22,000","50,000 km",2011.0,Bajaj,Pulsar,"Agraharam, Pithapuram, Andhra Pradesh",AndhraPradesh
280,"₹ 1,55,000","18,500 km",2018.0,Royal Enfield,Others,"Benzco, Vijayawada, Andhra Pradesh",AndhraPradesh
281,"₹ 40,000","65,000 km",2014.0,Hero,Deluxe,"Power Pet, Eluru, Andhra Pradesh",AndhraPradesh
282,"₹ 75,000","42,500 km",2014.0,Honda,CB,"Nagedhar Nagar, Vijayawada, Andhra Pradesh",AndhraPradesh
283,"₹ 35,000",65 km,2015.0,Bajaj,Discover,"Old Guntur, Guntur, Andhra Pradesh",AndhraPradesh
284,"₹ 31,000","75,000 km",2007.0,Hero Honda,Passion,"Kandari, Vijayawada, Andhra Pradesh",AndhraPradesh
285,"₹ 85,000","40,000 km",2018.0,Bajaj,Pulsar,"APHB Colony, Srikakulam, Andhra Pradesh",AndhraPradesh
286,"₹ 65,500",180 km,2011.0,Hero,CBZ,"Revenue Colony, Kakinada, Andhra Pradesh",AndhraPradesh
287,"₹ 16,000","35,000 km",2007.0,Bajaj,Pulsar,"Ganesh Nagar, Tadepalligudem, Andhra Pradesh",AndhraPradesh
288,"₹ 1,45,000","24,500 km",2018.0,Royal Enfield,Classic,"Vemavaram, Vijayawada, Andhra Pradesh",AndhraPradesh
289,"₹ 45,000","50,000 km",2015.0,Hero Honda,Passion,"Bandi Atmakur, Nandyal, Andhra Pradesh",AndhraPradesh
290,"₹ 32,000",0 km,2010.0,Hero Honda,CBZ,"Madhava Nagar, Pithapuram, Andhra Pradesh",AndhraPradesh
291,"₹ 80,000","39,500 km",2019.0,Bajaj,Pulsar,"Sarojini Nagar, Kadapa, Andhra Pradesh",AndhraPradesh
292,"₹ 1,10,000","9,000 km",2021.0,Bajaj,Pulsar,"Markapur Rural, Andhra Pradesh, India",AndhraPradesh
293,"₹ 65,000","65,000 km",2012.0,Royal Enfield,Bullet,"Kotta Peta, Bandarulanka, Andhra Pradesh",AndhraPradesh
294,"₹ 70,000","421,618 km",2017.0,TVS,Apache RTR,"Simhagiri Colony, Visakhapatnam, Andhra Pradesh",AndhraPradesh
295,"₹ 49,000","45,000 km",2011.0,Hero,Karizma,"Doddipalle, Murakambattu, Andhra Pradesh",AndhraPradesh
296,"₹ 52,000","28,000 km",2019.0,Honda,Others,"Bheem Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
297,"₹ 1,40,000","16,000 km",2017.0,Other Brands,Others,"Rayudupalem, Kakinada, Andhra Pradesh",AndhraPradesh
298,"₹ 45,000","3,000 km",2018.0,Other Brands,Others,"Tadepalle, Pedatadepalli, Andhra Pradesh",AndhraPradesh
299,"₹ 9,500","80,000 km",2006.0,Bajaj,CT 100,"Adarsh Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
300,"₹ 85,000","40,000 km",2018.0,Bajaj,Pulsar,"APHB Colony, Srikakulam, Andhra Pradesh",AndhraPradesh
301,"₹ 58,000","75,000 km",2012.0,Hero,CD Deluxe,"Padlamuru, Peddapuram, Andhra Pradesh",AndhraPradesh
302,"₹ 70,000","42,700 km",2018.0,Bajaj,Pulsar,"Belagam, Parvathipuram, Andhra Pradesh",AndhraPradesh
303,"₹ 38,000","40,000 km",2012.0,Bajaj,Pulsar,"NGO Colony, Narasaraopet, Andhra Pradesh",AndhraPradesh
304,"₹ 40,000","3,000 km",2014.0,Hero,Deluxe,"Vani VIdynketan, Macherla, Andhra Pradesh",AndhraPradesh
305,"₹ 70,000",450 km,2021.0,Hero,Passion,"Vengalarao Nagar, Kavali, Andhra Pradesh",AndhraPradesh
306,"₹ 20,000","73,150 km",2014.0,TVS,Star City Plus,"Thimmapuram, Edlapadu, Andhra Pradesh",AndhraPradesh
307,"₹ 39,000","69,000 km",2013.0,Bajaj,Pulsar,"Tapovanam, Anantapur, Andhra Pradesh",AndhraPradesh
308,"₹ 25,000","25,000 km",2014.0,Yamaha,Fazer,"Markapur, Markapur, Andhra Pradesh",AndhraPradesh
309,"₹ 80,000","24,500 km",2018.0,Bajaj,Pulsar,"AC Nagar, Nellore, Andhra Pradesh",AndhraPradesh
310,"₹ 26,000","61,000 km",2009.0,Honda,CB,"Sector 1, Visakhapatnam, Andhra Pradesh",AndhraPradesh
311,"₹ 85,000","10,300 km",2020.0,Hero,Glamour,"Vital Nagar, Chirala, Andhra Pradesh",AndhraPradesh
312,"₹ 30,000","68,962 km",2017.0,Bajaj,CT 100,"Chennamukkapalle, Rayachoti, Andhra Pradesh",AndhraPradesh
313,"₹ 30,000","60,000 km",2010.0,Bajaj,Pulsar,"Akula Veedhi, Kadapa, Andhra Pradesh",AndhraPradesh
314,"₹ 35,000","48,000 km",2017.0,Bajaj,Others,"Baavi, Medarametla, Andhra Pradesh",AndhraPradesh
315,"₹ 30,000","50,000 km",2009.0,Bajaj,Pulsar,"Nallamaramma Colony, Kanapaka, Andhra Pradesh",AndhraPradesh
316,"₹ 89,000","12,000 km",2020.0,Suzuki,Others,"Gokul Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
317,"₹ 1,75,000","16,000 km",2020.0,Bajaj,Pulsar,"Kothapeta, Rayachoti, Andhra Pradesh",AndhraPradesh
318,"₹ 26,000","35,000 km",2011.0,Bajaj,Pulsar,"Sarvakatta, Proddatur, Andhra Pradesh",AndhraPradesh
319,"₹ 35,000","12,000 km",2018.0,TVS,Heavy Duty Super XL,"Mango Market, Vijayawada, Andhra Pradesh",AndhraPradesh
320,"₹ 35,000",65 km,2015.0,Other Brands,Others,"Pata Guntur, Guntur, Andhra Pradesh",AndhraPradesh
321,"₹ 11,000","11,000 km",2003.0,Other Brands,Others,"Anantapalli, Andhra Pradesh, India",AndhraPradesh
322,"₹ 36,000","33,000 km",2016.0,Bajaj,Pulsar,"AK Nagar, Nellore, Andhra Pradesh",AndhraPradesh
323,"₹ 28,000","30,000 km",2011.0,Hero,Passion,"Papampeta, Anantapur, Andhra Pradesh",AndhraPradesh
324,"₹ 20,000","20,000 km",2021.0,Other Brands,Others,"Medical Colony, Nellore, Andhra Pradesh",AndhraPradesh
325,"₹ 75,000","25,000 km",2019.0,Honda,Others,"Arundhati Nagar, Guntur, Andhra Pradesh",AndhraPradesh
326,"₹ 18,000","100,000 km",2010.0,Bajaj,Others,"Chintakunta, Yemmiganur, Andhra Pradesh",AndhraPradesh
327,"₹ 65,000","65,000 km",2016.0,Yamaha,Fazer,"Gavarapalem, Anakapalle, Andhra Pradesh",AndhraPradesh
328,"₹ 25,000","5,000 km",2011.0,Bajaj,Pulsar,"Thatichetlapalem, Visakhapatnam, Andhra Pradesh",AndhraPradesh
329,"₹ 30,000","51,909 km",2012.0,Hero Honda,Splendor,"Vinayak Nagar, Guntur, Andhra Pradesh",AndhraPradesh
330,"₹ 59,999","47,000 km",2017.0,Hero,Passion,"Prakash Nagar, Rajahmundry, Andhra Pradesh",AndhraPradesh
331,"₹ 1,30,000","31,000 km",2018.0,Yamaha,Others,"Kadiam, Rajahmundry, Andhra Pradesh",AndhraPradesh
332,"₹ 45,000","50,000 km",2014.0,Yamaha,FZ,"Sultanagram Village, Machilipatnam, Andhra Pradesh",AndhraPradesh
333,"₹ 20,000","75,000 km",2008.0,Bajaj,Pulsar,"Doddipalle, Murakambattu, Andhra Pradesh",AndhraPradesh
334,"₹ 10,000","50,000 km",2006.0,TVS,Others,"Velagaleru, Maruteru, Andhra Pradesh",AndhraPradesh
335,"₹ 1,70,000","19,500 km",2020.0,Royal Enfield,Classic,"Noonevaripalli, Rajampet, Andhra Pradesh",AndhraPradesh
336,"₹ 27,000","40,000 km",2011.0,Honda,CB,"Bhagar Singh Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
337,"₹ 18,000","45,000 km",2001.0,Suzuki,Others,"Jeevakona, Tirupati, Andhra Pradesh",AndhraPradesh
338,"₹ 16,000",0 km,2002.0,Hero Honda,Passion,"Burrilanka, Dowleswaram, Andhra Pradesh",AndhraPradesh
339,"₹ 87,000","25,000 km",2020.0,Bajaj,Pulsar,"Gollapalle, Madanapalle, Andhra Pradesh",AndhraPradesh
340,"₹ 93,000","25,000 km",2019.0,Bajaj,Pulsar,"East Godavari district, Andhra Pradesh, India",AndhraPradesh
341,"₹ 75,000","20,000 km",2014.0,Yamaha,Others,"Nehru Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
342,"₹ 80,000",1 km,2021.0,Other Brands,Others,"APHB Colony, Kadapa, Andhra Pradesh",AndhraPradesh
343,"₹ 80,000",1 km,2021.0,Other Brands,Others,"AK Nagar, Nellore, Andhra Pradesh",AndhraPradesh
344,"₹ 25,000",0 km,2021.0,Other Brands,Others,"B V Nagar, Nellore, Andhra Pradesh",AndhraPradesh
345,"₹ 25,000",0 km,2021.0,Other Brands,Others,"Bhatnavilli, Amalapuram, Andhra Pradesh",AndhraPradesh
346,"₹ 55,000","36,000 km",2017.0,Bajaj,Avenger,"B V Nagar, Nellore, Andhra Pradesh",AndhraPradesh
347,"₹ 65,000","40,000 km",2011.0,Hero,Karizma,"Railway Colony, Tirupati, Andhra Pradesh",AndhraPradesh
348,"₹ 58,000","37,000 km",2017.0,Bajaj,Pulsar,"Maya Nagar, Tirupati, Andhra Pradesh",AndhraPradesh
349,"₹ 38,000","33,500 km",2012.0,Yamaha,FZS,"Adimurthy Nagra, Anantapur, Andhra Pradesh",AndhraPradesh
350,"₹ 20,000","85,000 km",2011.0,Hero Honda,Hunk,"Konthamuru, Rajahmundry, Andhra Pradesh",AndhraPradesh
351,"₹ 80,000","41,000 km",2017.0,Yamaha,FZ,"Raju Colony, Rayachoti, Andhra Pradesh",AndhraPradesh
352,"₹ 1,65,000","34,000 km",2017.0,Royal Enfield,Classic,"PR Peta, Payakaraopeta, Andhra Pradesh",AndhraPradesh
353,"₹ 35,000","45,000 km",2016.0,TVS,Apache RTR,"RR Nagar, Nellore, Andhra Pradesh",AndhraPradesh
354,"₹ 63,000","7,074 km",2019.0,Yamaha,Others,"Pippara, Andhra Pradesh, India",AndhraPradesh
355,"₹ 1,40,000","33,000 km",2017.0,Royal Enfield,Classic,"Old Guntur, Guntur, Andhra Pradesh",AndhraPradesh
356,"₹ 1,15,000","5,500 km",2021.0,Yamaha,FZS,"RMS Colony, Eluru, Andhra Pradesh",AndhraPradesh
357,"₹ 35,000","45,000 km",2016.0,TVS,Apache RTR,"Jaha Nagar Colony, Nellore, Andhra Pradesh",AndhraPradesh
358,"₹ 25,000",500 km,2019.0,Hero,Others,"Aruna Nagar, Kurnool, Andhra Pradesh",AndhraPradesh
359,"₹ 1,60,000","40,000 km",2015.0,Royal Enfield,Continental GT,"Gajuwaka, Visakhapatnam, Andhra Pradesh",AndhraPradesh
360,"₹ 12,000","37,500 km",2000.0,Hero Honda,Splendor,"Kota Reddy Nagar, Kandukur, Andhra Pradesh",AndhraPradesh
361,"₹ 19,000","50,000 km",2007.0,Hero Honda,Passion,"Balaji Nagar, Vizianagaram, Andhra Pradesh",AndhraPradesh
362,"₹ 99,000","8,000 km",2019.0,Yamaha,FZS,"Yerupalle, Ramachandrapuram, Andhra Pradesh",AndhraPradesh
363,"₹ 35,000","25,000 km",2016.0,Hero,Others,"Aruna Nagar, Kurnool, Andhra Pradesh",AndhraPradesh
364,"₹ 25,000",0 km,2021.0,Other Brands,Others,"Namavaram, Rajahmundry, Andhra Pradesh",AndhraPradesh
365,"₹ 1,60,000","3,200 km",2021.0,Bajaj,Pulsar,"Jagannadhapuram Agraharam, Paravada Industrial Area, Andhra Pradesh",AndhraPradesh
366,"₹ 46,000","40,000 km",2017.0,Bajaj,Pulsar,"Vaddi Palem, Kavali, Andhra Pradesh",AndhraPradesh
367,"₹ 36,000",0 km,2013.0,KTM,Duke 200,"Ranastalam, Srikakulam, Andhra Pradesh",AndhraPradesh
368,"₹ 20,000","10,000 km",2004.0,Hero Honda,Splendor,"Nellipudi, Kathipudi, Andhra Pradesh",AndhraPradesh
369,"₹ 65,000","30,000 km",2018.0,Bajaj,Pulsar,"Bhogapuram, Vizianagaram, Andhra Pradesh",AndhraPradesh
370,"₹ 75,000","17,500 km",2020.0,Hero,Glamour,"Kunchanapalle, Vijayawada, Andhra Pradesh",AndhraPradesh
371,"₹ 50,000","90,000 km",2015.0,Yamaha,FZS,"Dharanalakota, Prattipadu, Andhra Pradesh",AndhraPradesh
372,"₹ 80,000","28,490 km",2019.0,Bajaj,Pulsar,"Gandhavaram, Anakapalle, Andhra Pradesh",AndhraPradesh
373,"₹ 27,000","50,000 km",1997.0,Suzuki,Others,"Bethapudi, Repalle, Andhra Pradesh",AndhraPradesh
374,"₹ 1,00,000","25,000 km",1996.0,Royal Enfield,Bullet,"Shree Niwas Nagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
375,"₹ 25,000",0 km,2021.0,Other Brands,Others,"Ram Rahim Nagar, Kurnool, Andhra Pradesh",AndhraPradesh
376,"₹ 22,000","60,000 km",2008.0,Bajaj,Pulsar,"HPCL Colony, Visakhapatnam, Andhra Pradesh",AndhraPradesh
377,"₹ 35,000","50,000 km",2013.0,Bajaj,Pulsar,"Perantalu Cheruvu, Bhimavaram, Andhra Pradesh",AndhraPradesh
378,"₹ 1,25,000","13,000 km",2021.0,Bajaj,Pulsar,"Milatary Colony, Piduguralla, Andhra Pradesh",AndhraPradesh
379,"₹ 90,000","18,000 km",2017.0,Bajaj,Pulsar,"APHB Colony, Vijayawada, Andhra Pradesh",AndhraPradesh
380,"₹ 13,000","10,725 km",2010.0,TVS,Others,"Ambedkar Colony, Vinukonda, Andhra Pradesh",AndhraPradesh
381,"₹ 39,900","65,000 km",2014.0,Bajaj,Pulsar,"Krishnapuram, Amadalavalasa, Andhra Pradesh",AndhraPradesh
382,"₹ 85,555","8,960 km",1986.0,Royal Enfield,Bullet,"Madura Nagar, Tirupati, Andhra Pradesh",AndhraPradesh
383,"₹ 85,000",0 km,2021.0,Other Brands,Others,"Gajuwaka, Visakhapatnam, Andhra Pradesh",AndhraPradesh
384,"₹ 1,15,000","39,000 km",2015.0,Royal Enfield,Bullet,"Ganagapeta, Kadapa, Andhra Pradesh",AndhraPradesh
385,"₹ 50,000","5,952 km",2016.0,Honda,Dream Yuga,"Atchutapuram, Visakhapatnam, Andhra Pradesh",AndhraPradesh
386,"₹ 35,000","30,000 km",2011.0,Yamaha,FZS,"Shroff Bazar, Adoni, Andhra Pradesh",AndhraPradesh
387,"₹ 30,000","59,000 km",2010.0,TVS,Apache RTR,"Arundhati Nagar, Guntur, Andhra Pradesh",AndhraPradesh
388,"₹ 56,000","99,000 km",2017.0,Hero,Glamour,"Sanjeeva Nagar, Nandyal, Andhra Pradesh",AndhraPradesh
389,"₹ 1,12,000","31,000 km",2015.0,Royal Enfield,Classic,"Brahmanapalle, Pulivendula, Andhra Pradesh",AndhraPradesh
390,"₹ 20,000",500 km,2005.0,Bajaj,Others,"Varigonda, Nellore, Andhra Pradesh",AndhraPradesh
391,"₹ 10,000",0 km,2021.0,Other Brands,Others,"Milatary Colony, Piduguralla, Andhra Pradesh",AndhraPradesh
392,"₹ 1,20,000","32,000 km",2016.0,Royal Enfield,Classic,"Vepagunta, Visakhapatnam, Andhra Pradesh",AndhraPradesh
393,"₹ 33,000","36,000 km",2009.0,Honda,CB,"Pendurthi, Visakhapatnam, Andhra Pradesh",AndhraPradesh
394,"₹ 28,000","30,000 km",2017.0,Bajaj,CT 100,"Bandi Atmakur, Nandyal, Andhra Pradesh",AndhraPradesh
395,,,,,,,AndhraPradesh
396,"₹ 70,000","3,200 km",2021.0,Bajaj,Platina,"Sri Krishnadevaraya Kapu Kalya, Tadepalligudem, Andhra Pradesh",AndhraPradesh
397,"₹ 1,72,000","7,300 km",2021.0,Yamaha,YZF R,"Bhavanipuram, Vijayawada, Andhra Pradesh",AndhraPradesh
398,"₹ 1,50,000","29,763 km",2018.0,Royal Enfield,Classic,"Raayalam Village, Bhimavaram, Andhra Pradesh",AndhraPradesh
399,"₹ 32,000","45,000 km",2011.0,Hero Honda,Glamour,"Lalapet, Guntur, Andhra Pradesh",AndhraPradesh
400,"₹ 73,000","5,500 km",2000.0,Yamaha,Others,"Chaitanya Nagar, Yenugonda, Andhra Pradesh",AndhraPradesh
401,"₹ 50,000","32,000 km",2016.0,Hero Honda,Glamour,"Lalapet, Guntur, Andhra Pradesh",AndhraPradesh
402,"₹ 26,000",0 km,2001.0,Bajaj,CT 100,"Ramanayyapeta, Kakinada, Andhra Pradesh",AndhraPradesh
403,"₹ 43,000","55,000 km",2014.0,TVS,Apache RTR,"Akkpeddianeru, Dharmavaram, Andhra Pradesh",AndhraPradesh
404,"₹ 45,000","19,000 km",2017.0,Bajaj,Others,"East Godavari district, Andhra Pradesh, India",AndhraPradesh
405,"₹ 50,000","22,000 km",1998.0,Yamaha,YZF R,"Konkapalli, Amalapuram, Andhra Pradesh",AndhraPradesh
406,"₹ 23,000","63,659 km",2012.0,Honda,CB,"Incometax Colony Kakinada, Kakinada, Andhra Pradesh",AndhraPradesh
407,"₹ 29,999","19,500 km",2015.0,Yamaha,Crux,"Mullapudi Enclave, Guntur, Andhra Pradesh",AndhraPradesh
408,"₹ 1,27,000","3,800 km",2021.0,Yamaha,FZS,"Turangi, Kakinada, Andhra Pradesh",AndhraPradesh
409,"₹ 19,000","70,000 km",2010.0,Yamaha,FZS,"BHANUGUDI, Kakinada, Andhra Pradesh",AndhraPradesh
410,"₹ 1,55,000","38,000 km",2010.0,Royal Enfield,Bullet,"Asilametla, Visakhapatnam, Andhra Pradesh",AndhraPradesh
411,"₹ 1,50,000","7,000 km",2019.0,Honda,CBR,"Dharamnagar, Visakhapatnam, Andhra Pradesh",AndhraPradesh
412,"₹ 54,000","39,000 km",2016.0,Yamaha,FZ,"Narsipatnam, Narsipatnam, Andhra Pradesh",AndhraPradesh
